relative_position	nmd_signed	ctrl_signed	nmd_n	ctrl_n
-143	2.7605170191733303e-05	-2.8955596818355644e-05	2268	7863
-142	-0.0002441121330750164	-4.2757268093159506e-05	2268	7863
-141	9.322028683444022e-05	-4.0411867426037225e-05	2268	7863
-140	9.883194997653353e-05	-3.526094544331024e-05	2268	7863
-139	-0.00019593589067238497	-2.3693950945112702e-05	2268	7863
-138	-5.761435128074663e-06	-2.8329745448226065e-05	2268	7863
-137	6.130416683481672e-05	-5.3398325611724066e-05	2268	7863
-136	-0.0002047623314836611	-4.001751289461161e-05	2268	7863
-135	6.592685646562927e-05	-2.4483140883456234e-05	2268	7863
-134	2.8516900648877906e-06	-1.9854821083529486e-05	2268	7863
-133	-0.00017991912761353775	-4.2012025377038805e-05	2268	7863
-132	0.00010338341897926518	-4.635926341685035e-05	2268	7863
-131	5.775891838324776e-05	-3.577769412544918e-05	2268	7863
-130	-0.0003018834589054464	-2.8627565105247467e-05	2268	7863
-129	8.030125833345537e-05	-5.161239116124733e-05	2268	7863
-128	8.264544543317372e-05	-4.360938105455012e-05	2268	7863
-127	-0.00025091283231558977	-1.4301836400610049e-05	2268	7863
-126	5.295636406530325e-05	-3.5363919387058516e-05	2268	7863
-125	7.001067619856573e-05	-3.617054890364871e-05	2268	7863
-124	-0.0002251918964461468	-3.483823859831415e-05	2268	7863
-123	5.048222483581312e-05	-1.3499263533632476e-05	2268	7863
-122	4.5632032287425154e-05	-2.6369866836389236e-05	2268	7863
-121	-0.00014105423318734332	-6.61745510238458e-05	2268	7863
-120	9.686488882585418e-05	-3.7539571145723924e-05	2268	7863
-119	5.573472410572639e-05	-2.7274539459623067e-05	2268	7863
-118	-0.000213999425231016	-3.527220985255488e-05	2268	7863
-117	0.00014692747038136058	-4.6526113314549755e-05	2268	7863
-116	0.00010922295771892399	-3.5542605447519085e-05	2268	7863
-115	-0.00018631322344051546	-3.5467723489837245e-05	2268	7863
-114	0.00012190638613925403	-1.2036294810016802e-05	2268	7863
-113	4.864882554097341e-05	-5.137182339926628e-05	2268	7863
-112	-0.0001690465321739262	-6.673122873732634e-05	2268	7863
-111	0.00017478930469083204	-1.983083903157912e-05	2268	7863
-110	0.00015887702203747805	-1.0197338154124028e-05	2268	7863
-109	-7.538654533728152e-05	-3.305577812580574e-05	2268	7863
-108	0.00015517726265933574	-5.073400824003514e-05	2268	7863
-107	4.8419939369581e-05	-2.0566173955891158e-05	2268	7863
-106	-0.00011351009622973611	-2.2359403442289735e-05	2268	7863
-105	0.00026469733738634547	-2.675523696731901e-05	2268	7863
-104	7.346267252497158e-05	-3.069977640585075e-05	2268	7863
-103	-0.00016917853319656494	-8.710809247036247e-06	2268	7863
-102	0.00021788885291755742	-2.0244696657334618e-05	2268	7863
-101	7.316934865615984e-05	-4.929697753148116e-05	2268	7863
-100	-0.00017974844437993294	-4.011391993175325e-05	2268	7863
-99	0.00021971238017363059	-3.2236450794700127e-05	2268	7863
-98	0.0001537418647470538	-3.301480358910844e-05	2268	7863
-97	-7.343700066048787e-05	-1.7893253982552678e-06	2268	7863
-96	0.00019441094071436744	-6.121465053259981e-05	2268	7863
-95	8.487435266703967e-05	-1.2215313750082429e-05	2268	7863
-94	-0.0001477110223891496	-1.2503010190013762e-05	2268	7863
-93	0.00021272964314447202	-5.0303419552825495e-05	2268	7863
-92	0.00017447422461104825	-4.2959744130841954e-05	2268	7863
-91	-0.00016841403039292549	-1.3586778123085842e-05	2268	7863
-90	0.0002200312824449243	-2.2121172582891433e-05	2268	7863
-89	0.00011386850695654009	-3.284307204069626e-05	2268	7863
-88	-0.00015517530764815762	-3.789314646427982e-05	2268	7863
-87	0.00018530086568807695	-3.158329996089087e-05	2268	7863
-86	6.655850792669449e-05	-3.824880132786686e-05	2268	7863
-85	-0.00010908397741668092	-3.104567148432182e-05	2268	7863
-84	0.00023584954752375092	-2.7600053374715265e-05	2268	7863
-83	0.00017690617963130492	7.034187001764686e-06	2268	7863
-82	-0.0001660474095519464	7.792615739850274e-06	2268	7863
-81	0.00020668519476783664	-3.666111523086349e-05	2268	7863
-80	0.00011475592340061992	-3.496347968790129e-05	2268	7863
-79	-0.00011250863017522753	3.739521699176602e-06	2268	7863
-78	0.00018318219919263834	-1.9640634235882097e-05	2268	7863
-77	0.0001653224248280596	-4.0462838882275304e-05	2268	7863
-76	-0.0001246783179083109	-4.177846031589992e-05	2268	7863
-75	0.0001584960147162457	-1.1578887011768714e-05	2268	7863
-74	0.0001354872091113858	-1.549570439161973e-05	2268	7863
-73	-5.354808761984515e-05	-2.1280767342622785e-05	2268	7863
-72	0.00020413704721215748	-5.594194273231984e-05	2268	7863
-71	6.470212490605271e-05	-2.6805990256894793e-05	2268	7863
-70	-0.00011809050513312932	-3.48273829029655e-05	2268	7863
-69	0.00016024105706815878	-6.599017063936944e-05	2268	7863
-68	6.564687595208165e-05	-4.1409860365046394e-05	2268	7863
-67	-7.253323139487442e-05	3.824742330648745e-05	2268	7863
-66	0.0001613572975642611	-3.762751368506724e-05	2268	7863
-65	0.00012687502616699206	-5.065245830367253e-05	2268	7863
-64	-7.418306002835504e-05	4.593606951186698e-06	2268	7863
-63	0.00015780985905018862	-6.737384911823256e-06	2268	7863
-62	0.00011785377600775213	-4.226387125766122e-06	2268	7863
-61	-2.4883901212909273e-05	1.3609004116097433e-05	2268	7863
-60	0.00017246363000748873	-4.920044377662997e-05	2268	7863
-59	0.00011676207722333819	-3.640827486724887e-06	2268	7863
-58	-3.507671269149472e-05	9.35144343590836e-06	2268	7863
-57	0.00023892598095774097	-4.853016070808881e-05	2268	7863
-56	0.0001370599320954553	-2.3196035266731172e-05	2268	7863
-55	-6.86644409079319e-05	-8.182289936985986e-06	2268	7863
-54	0.0002539594981657176	-3.142641855663406e-05	2268	7863
-53	0.00017369814760269118	-1.9101391184329472e-05	2268	7863
-52	-9.000841322888116e-05	-1.845274039300207e-05	2268	7863
-51	0.0001807454654356859	-3.257192883139279e-05	2268	7863
-50	0.00011260162451008713	-4.8171714698415e-05	2268	7863
-49	-1.0133780246092519e-05	-2.7982680317915003e-05	2268	7863
-48	0.0002027890218515917	-6.0619736276830984e-05	2268	7863
-47	5.925213152254175e-05	-1.808094280791381e-05	2268	7863
-46	-1.5365841440408567e-05	2.3477385520599482e-05	2268	7863
-45	0.00030748762615329757	-2.9258589090757857e-05	2268	7863
-44	0.00015080062325444258	-3.0492221573532182e-05	2268	7863
-43	-0.00013142528986678298	-1.5791309800356753e-05	2268	7863
-42	0.0002125460757093117	-2.0800021700011048e-05	2268	7863
-41	0.00017995540581044464	-1.207988788599219e-05	2268	7863
-40	-7.087300809983292e-05	1.096877542315755e-05	2268	7863
-39	0.00020199402047240764	-1.726316545233392e-05	2268	7863
-38	0.00013476617551205886	-7.3507127047258294e-06	2268	7863
-37	2.8400292899197195e-05	2.0743718716578725e-05	2268	7863
-36	0.00023283463178984287	-2.726606975418746e-05	2268	7863
-35	0.00010613148401945585	1.0181354225966235e-05	2268	7863
-34	-0.00010474282017141919	8.016781613584281e-06	2268	7863
-33	0.00030208834652846337	-1.1479250582544626e-05	2268	7863
-32	0.0001287159637822263	-2.083832898986697e-05	2268	7863
-31	-6.642680892965424e-05	1.9192686504933882e-05	2268	7863
-30	0.0003000918843689844	9.316124753156584e-07	2268	7863
-29	0.00014886185263012956	-1.9457291432701566e-05	2268	7863
-28	-5.686058688790927e-06	-7.570187884848852e-06	2268	7863
-27	0.0002363473448045089	-1.3830399334116655e-05	2268	7863
-26	0.00013277526220038105	-1.435301907565849e-05	2268	7863
-25	1.2484421749597363e-05	1.5123165259818895e-05	2268	7863
-24	0.00022442613472771825	-3.410874934850733e-05	2268	7863
-23	4.954311959406591e-05	9.875520522272916e-06	2268	7863
-22	-1.3210986564652684e-05	2.3503459539928763e-05	2268	7863
-21	0.00026843130823201865	-1.979860361761641e-05	2268	7863
-20	0.00016370309301551707	-5.767441062088016e-06	2268	7863
-19	-7.625412177095736e-05	7.121642607739243e-07	2268	7863
-18	0.0001882411173488335	-1.7562529984385407e-05	2268	7863
-17	0.00014292447775486464	-1.0908227682797313e-05	2268	7863
-16	1.0918540908191425e-05	-6.765737275886638e-06	2268	7863
-15	0.00016130660177729922	-3.520723480489471e-05	2268	7863
-14	4.681086002847325e-05	-1.7619706301999582e-05	2268	7863
-13	-1.9392218963873343e-05	4.374619015986585e-06	2268	7863
-12	0.0001672103808899202	-3.314573502757391e-05	2268	7863
-11	2.8327035594589835e-05	-1.217987982318042e-05	2268	7863
-10	-8.77440320026264e-06	9.57830933754117e-06	2268	7863
-9	0.0002496160572654195	-1.825310688559789e-05	2268	7863
-8	0.00012539817302121474	-6.126783211317848e-06	2268	7863
-7	-3.0968864302222524e-05	5.507470952470797e-06	2268	7863
-6	0.00012879274611644277	-2.179308417972352e-05	2268	7863
-5	8.518880533325197e-05	-2.9557247310679727e-06	2268	7863
-4	5.181381772898833e-05	-1.7795348297569248e-05	2268	7863
-3	0.00023819175406578828	-3.728311020334201e-05	2268	7863
-2	0.00016610441336470836	-1.877491195759272e-05	2268	7863
-1	3.0076612791846578e-05	-3.195191691008363e-06	2268	7863
0	0.00019786346726389945	-3.949074535905782e-05	2268	7863
1	-2.2508037755157736e-05	-3.591250212439944e-06	2268	7863
2	-1.0582954007062594e-05	2.5288362812482116e-06	2268	7863
3	0.0002188027548150291	-3.633831936353001e-05	2268	7863
4	0.00011726920382163629	-1.0972324917912446e-05	2268	7863
5	-3.153109917656339e-05	1.0809726661345651e-05	2268	7863
6	0.0002276541630043563	-1.2674669301483325e-05	2268	7863
7	0.00014118036475803787	-1.622795415711086e-05	2268	7863
8	-4.643376153046771e-07	-3.3963167912986245e-06	2268	7863
9	0.00015653043115956884	-2.1057183814807398e-05	2268	7863
10	0.00011334560566402268	6.190836062756526e-06	2268	7863
11	7.313342929238484e-05	-5.663317251148855e-06	2268	7863
12	0.00021637486819857347	-4.372980113089779e-05	2268	7863
13	6.64237390780559e-05	-9.235154570002152e-06	2268	7863
14	2.3813787641825182e-05	5.990448472743696e-06	2268	7863
15	0.00019999142445018212	-3.434107466655821e-05	2268	7863
16	0.0001362336383023621	-7.5171932876515095e-06	2268	7863
17	-5.485825907716015e-06	1.1762628775670226e-05	2268	7863
18	0.0001959217010542126	-1.3307999102249332e-05	2268	7863
19	8.602477905810172e-05	-1.526463693599157e-05	2268	7863
20	1.02017698350541e-05	2.100978816250966e-05	2268	7863
21	0.0001676850681611668	-3.591201599126175e-05	2268	7863
22	9.586025269480916e-05	-9.039823550200438e-06	2268	7863
23	4.604518625293298e-05	5.925029534227861e-06	2268	7863
24	0.00020395647424592049	-2.6438469947853673e-05	2268	7863
25	6.844223840971557e-05	-7.1925015042668185e-06	2268	7863
26	-1.930086995221115e-05	1.4977121960714267e-05	2268	7863
27	0.00018442268969627218	-3.8473115020548854e-05	2268	7863
28	0.00010814647012246956	-1.6696109889582715e-05	2268	7863
29	-3.55000780229272e-06	1.9097266262537003e-05	2268	7863
30	0.0001572306511067688	-5.420483831460291e-05	2268	7863
31	0.0001332688355475055	-1.1838010952540115e-05	2268	7863
32	-7.69281010023887e-06	-3.2665664857875573e-06	2268	7863
33	0.0001641039283292673	-3.0070558118403962e-05	2268	7863
34	8.018013082591889e-05	-1.3086676542560485e-05	2268	7863
35	6.190573931171493e-07	5.531767935006319e-06	2268	7863
36	0.00016967510584929481	-9.265022968119047e-06	2268	7863
37	7.096572247585591e-05	1.5395272091975233e-05	2268	7863
38	6.519753661337938e-06	1.9585396359703613e-05	2268	7863
39	0.00019697874167330887	-2.7540487866647475e-05	2268	7863
40	0.00010777730511069088	-6.784540442843577e-06	2268	7863
41	1.6114160900869129e-06	1.4720286259713922e-05	2268	7863
42	0.00012559741202496904	-3.0067661147110717e-05	2268	7863
43	0.00011211126561551088	-3.6054226078604315e-06	2268	7863
44	5.795498092900299e-05	1.89884028099449e-05	2268	7863
45	0.0001196518252343313	-3.32979248977579e-05	2268	7863
46	9.033766872647811e-05	2.84440569296731e-06	2268	7863
47	3.847568997443299e-05	2.1505585945852766e-05	2268	7863
48	0.0001045705675931777	-2.2175500820316662e-05	2268	7863
49	4.026536391647663e-05	1.34061777653508e-08	2268	7863
50	1.2850310120970498e-05	1.0700760090471264e-06	2268	7863
51	0.00012905088207348822	-3.262399155617124e-05	2268	7863
52	0.00010711365236921566	2.583031875651409e-06	2268	7863
53	-1.409161741161905e-05	4.355879047253871e-06	2268	7863
54	0.00012046590220124499	-2.055883352812367e-05	2268	7863
55	9.795065283787811e-05	-4.301792770109365e-06	2268	7863
56	-2.001823302140923e-06	-3.3450425589445978e-06	2268	7863
57	0.00016040570780013975	-3.812009042437761e-06	2268	7863
58	-1.460290455872543e-05	-3.113251573322365e-05	2268	7863
59	3.795535081796008e-05	4.610525882435125e-06	2268	7863
60	0.0001695540123512927	1.0274295130936184e-06	2268	7863
61	5.276348126750432e-05	1.1210565264462982e-05	2268	7863
62	-2.80696761306236e-06	2.7993391778514428e-06	2268	7863
63	0.00013831616858110611	-2.616128861826001e-05	2268	7863
64	8.231412544151611e-05	-1.3575687011655096e-06	2268	7863
65	-2.6431323411058278e-05	3.98980016538071e-06	2268	7863
66	8.244321737720003e-05	-3.630484955226948e-05	2268	7863
67	2.8876338996749152e-05	-1.1620860082425738e-05	2268	7863
68	-4.926960156269168e-05	-2.4019730226767207e-06	2268	7863
69	0.00010463328994894189	-4.445707466292809e-05	2268	7863
70	3.5905480971397945e-05	-8.179609043828653e-06	2268	7863
71	1.3906890539391733e-06	-2.2711890642952754e-06	2268	7863
72	7.561653714065563e-05	-2.9174519230600233e-05	2268	7863
73	3.8968016115177115e-05	-4.600297115511916e-06	2268	7863
74	-1.8791117636418554e-05	-8.123901122345345e-06	2268	7863
75	0.00010477619071726029	-3.9839940403570834e-05	2268	7863
76	5.644865776930446e-05	-7.734738682521307e-06	2268	7863
77	-2.4519182979251234e-05	-8.691969315600935e-06	2268	7863
78	0.00012825146951321633	-2.6396358224352785e-05	2268	7863
79	5.596861217017123e-05	-1.7015213288971824e-05	2268	7863
80	-3.971457993487802e-06	-5.757454438729263e-06	2268	7863
81	0.00013696088000162638	-1.3173606450865609e-05	2268	7863
82	8.811237492032524e-05	-3.2762789626029642e-06	2268	7863
83	3.773645727743556e-05	2.581102319229362e-06	2268	7863
84	7.969058851953212e-05	-9.315217317651089e-06	2268	7863
85	6.194470330616758e-05	7.856385428124737e-06	2268	7863
86	2.3038317281901675e-05	-2.5850222512733225e-06	2268	7863
87	8.7526421241837e-05	-4.6833360079926e-06	2268	7863
88	5.3897750167515044e-05	1.6464780960485266e-05	2268	7863
89	-3.816481379416843e-05	5.2874380479837e-06	2268	7863
90	0.00015433214586733243	2.0708653288260618e-05	2268	7863
91	6.934505852457948e-05	1.6497280812748442e-05	2268	7863
92	1.8547099499979945e-05	1.486345887598708e-06	2268	7863
93	0.00013802603608436737	1.4356634051770419e-05	2268	7863
94	6.972892124357579e-05	1.6633962244673754e-05	2268	7863
95	6.807814561801439e-05	5.9443293106060095e-06	2268	7863
96	8.117325329245474e-05	1.3985449030721767e-06	2268	7863
97	6.31283278327762e-05	1.924482637003929e-05	2268	7863
98	4.9291204774167965e-05	9.703034044870957e-06	2268	7863
99	0.00010142810430556656	2.1266570486521344e-05	2268	7863
100	6.381570373782919e-05	3.976412423070785e-06	2268	7863
101	1.6613953957745587e-05	1.662109213076156e-05	2268	7863
102	0.00012106367308926988	-3.309492062883552e-07	2268	7863
103	6.602926460559954e-05	2.3361301976983514e-05	2268	7863
104	1.990868483081441e-05	3.2100596664157766e-05	2268	7863
105	0.00010355332708318068	2.4069604142182115e-05	2268	7863
106	4.279141976367738e-05	1.1888046633709978e-05	2268	7863
107	3.562196139111322e-06	4.146431495412994e-06	2268	7863
108	0.00011547718855366553	3.1743801435531455e-05	2268	7863
109	2.4716648123013915e-05	1.4188940361725e-05	2268	7863
110	3.536657787537349e-05	-5.499520942516751e-06	2268	7863
111	8.730298508345677e-05	8.84648901160187e-06	2268	7863
112	6.741965146257109e-05	3.1257476194571645e-05	2268	7863
113	5.782682486452655e-05	2.0179041894097452e-05	2268	7863
114	0.0001044794925751003	-1.6330502828488568e-05	2268	7863
115	4.8524266367930607e-05	-1.2833922052473127e-06	2268	7863
116	2.236188569313555e-05	5.765300470849788e-06	2268	7863
117	8.943190578911227e-05	-4.578148752217462e-06	2268	7863
118	2.774515629798785e-05	-1.4104748718563447e-07	2268	7863
119	7.051819894931807e-05	1.630592587974362e-05	2268	7863
120	0.0001007772995087628	1.772561374163718e-05	2268	7863
121	1.4683835568248301e-05	6.9696486168378125e-06	2268	7863
122	5.2538571051773763e-05	1.6264283216432924e-06	2268	7863
123	7.130842335799317e-05	-2.363011356288721e-05	2268	7863
124	4.273175267708643e-05	1.293489510774615e-05	2268	7863
125	2.7701306920908336e-06	1.5921415934801235e-05	2268	7863
126	7.096340550207576e-05	-3.109470954265411e-05	2268	7863
127	6.933496438567338e-05	1.0158530984815685e-05	2268	7863
128	7.812927010225353e-06	-2.2175712503188967e-05	2268	7863
129	5.6951062955653485e-05	-1.2425748379222625e-05	2268	7863
130	2.595612796241914e-05	1.0669645732808164e-05	2268	7863
131	7.608018437142208e-05	2.623052685612432e-05	2268	7863
132	3.628433904190125e-05	-1.0201758580778687e-05	2268	7863
133	-8.442007958829528e-06	-2.1133312135283357e-06	2268	7863
134	6.592779249878351e-05	9.825020967923043e-06	2268	7863
135	7.288502378924857e-05	-1.2341694402796475e-05	2268	7863
136	2.1956797637725036e-05	1.1733390002755758e-05	2268	7863
137	3.789266722408378e-05	1.4493833217877037e-05	2268	7863
138	8.273585563593434e-05	-8.159338799840217e-06	2268	7863
139	2.4522565504704055e-05	4.277023894521905e-06	2268	7863
140	3.574217806001125e-05	2.924336954157872e-05	2268	7863
141	1.8418527457967855e-05	-9.441362330030655e-06	2268	7863
142	2.935459648346761e-05	1.2151825419336753e-05	2268	7863
143	2.952590817851511e-05	7.210811436497736e-06	2268	7863
144	3.1905998266337994e-05	-4.1993604520023106e-07	2268	7863
145	1.1598242754169286e-05	4.2812059787121456e-06	2268	7863
146	4.157909547973444e-05	1.98807283207503e-06	2268	7863
147	5.419233087380091e-05	-5.085706616930479e-06	2268	7863
148	2.7551505863700244e-05	2.4419293766553533e-06	2268	7863
149	1.1638682515543046e-05	-1.4037406834030792e-05	2268	7863
150	3.412599348641502e-05	-1.376679800461359e-05	2268	7863
151	4.028327528517606e-05	7.3943070845682875e-06	2268	7863
152	1.2432750191086525e-05	2.165266172737013e-06	2268	7863
153	8.004293157769029e-05	1.6847850903030754e-05	2268	7863
154	3.124806863567865e-05	2.5961403100953407e-06	2268	7863
155	2.376493453904172e-05	1.0579695376036243e-05	2268	7863
156	8.110223027121708e-05	2.0587563181750104e-05	2268	7863
157	-2.3650803826257064e-06	1.237461610089989e-05	2268	7863
158	1.6459478661917753e-05	6.124200227564188e-06	2268	7863
159	9.397816636485153e-05	8.988098876496034e-06	2268	7863
160	2.559254625651177e-05	1.532485938244546e-05	2268	7863
161	-6.096885097780154e-06	1.7529351374680345e-06	2268	7863
162	6.908150845789487e-05	-6.045313783322833e-06	2268	7863
163	1.341788869094821e-05	-4.1714804793111286e-06	2268	7863
164	-1.1070901987774892e-05	-1.106850803320048e-05	2268	7863
165	7.197140026488831e-05	1.3137849992942616e-05	2268	7863
166	5.1428974847705824e-05	1.7102203319244057e-05	2268	7863
167	7.969706583045077e-06	-3.614378293597983e-06	2268	7863
168	6.489421877575574e-05	-2.292548746208928e-06	2268	7863
169	3.875431345190164e-05	4.363538869305911e-06	2268	7863
170	1.689722717099191e-05	-2.5242659369501558e-05	2268	7863
171	3.09093376607938e-05	-2.3139417129289155e-05	2268	7863
172	1.1375291921939433e-05	-5.781278423482349e-06	2268	7863
173	1.1538726571336255e-05	4.679797058277371e-06	2268	7863
174	8.326701426029526e-05	-9.04711209727258e-06	2268	7863
175	-1.0712644842858024e-06	-1.4413738011225293e-06	2268	7863
176	4.067927271012751e-05	2.363473252885621e-05	2268	7863
177	4.904502866309041e-05	-3.045803110979854e-05	2268	7863
178	5.949286925691879e-05	1.3507592492240401e-05	2268	7863
179	2.334229428191511e-06	-1.5319862153900372e-05	2268	7863
180	5.7445218741994566e-05	-6.346067378513099e-06	2268	7863
181	2.4769029817612117e-05	1.1279987044212321e-05	2268	7863
182	2.5265711598681804e-05	-1.1773839009988602e-06	2268	7863
183	3.0694355930728224e-05	-2.1942702090115687e-05	2268	7863
184	1.657567164734063e-05	-1.3132669978457111e-05	2268	7863
185	1.7548420875434193e-05	5.952447722700102e-06	2268	7863
186	5.9863121950995776e-05	1.9110693481048328e-07	2268	7863
187	3.30749785223887e-05	1.2537522296393157e-06	2268	7863
188	1.0940625562574464e-05	1.1293871429569904e-05	2268	7863
